manufacturer,model,vehicle_type
audi,q5 3.0 quattro premium,unknown
rover,2013,unknown
bmw,335,unknown
,iSUZU NPR,unknown
infiniti,qx70 sport,sport
chevrolet,celebrity,unknown
fiat,500l easy,unknown
chevrolet,traverse rs 2lt,unknown
ford,focus sel sedan 4d,sedan
,iSUZU NQR,unknown
bmw,428 gc,unknown
acura,nsx-t,unknown
infiniti,fx 35,unknown
chevrolet,silverado c10,truck
mercedes-benz,g550,unknown
,cheverolet suburban,unknown
gmc,sierra classic jimmy,truck
ram,1500 laramie big horn,truck
cadillac,cts performance,unknown
ford,e-250 super duty,unknown
toyota,prius hybrid hatchback,unknown
,Diamler Stright Eight,unknown
,Hyudai,unknown
ford,escort se,unknown
ford,f-150 extra cab,truck
dodge,2dr sedan,sedan
audi,tt coupe,sport
,PB 379,unknown
,susuki forenza,unknown
ford,mustang lx 5.0 convertible,sport
mercedes-benz,e350 sport,sport
lexus,etc.,unknown
,2001 Sport Trac,unknown
honda,fit se,unknown
chrysler,300 v6,unknown
mitsubishi,box,unknown
jeep,commander overland 4wd,unknown
,2500 HD 4WD  6.0L 2016,unknown
mitsubishi,outlander +,unknown
jaguar,xjs v12,unknown
volkswagen,hardtop convertible,sport
ford,focus zx5 s,SUV
ford,f350 superduty,truck
jeep,rubicon 4wd 6spd,unknown
nissan,morano,unknown
jeep,compass latitude (4d),sport
cadillac,coupe,sport
dodge,charger daytona r/t,unknown
chevrolet,nova - 1978,unknown
,BMX X5,unknown
ford,f-250 xl 4x4,truck
,CORVETTE  CONVERTIBLE,unknown
,cheveolet monza 900,unknown
,THUNDERBIRD  50TH ANV.,unknown
chrysler,grand caravan,unknown
,Merdedes-benz,unknown
,1988 Corvette,unknown
chrysler,300 c,unknown
chevrolet,2500hd 4.8l cargo,truck
hyundai,snata fe,unknown
chevrolet,2500 hd 4.8l v8 cargo,truck
infiniti,q50 3.0t,unknown
ford,3 window pro street coupe,sport
gmc,3500 diesel van,truck
,Yamaha XVS1100,unknown
buick,2 door street rod,unknown
nissan,300 zx,unknown
ford,f-150 3.5l turbo,truck
dodge,pt cruiser,unknown
,2006 porche cayenne,unknown
,scion xa 4dr hatchback,unknown
,TUNDRA  SR5  4WD  5.7L  CLEAN,unknown
porsche,cayenne gts awd,sport
,4WD  F-150 KING RANCH,unknown
nissan,titan 4wd 5.6l,unknown
,GENESIS G80 AWD,unknown
chevrolet,express van 1500,truck
,infinti i30,unknown
ford,500,unknown
infiniti,qx80 luxe,unknown
infiniti,q60 3.0t luxe,unknown
chevrolet,corvette coupe c5,sport
,2500 LTZ  4WD  Z71 6.6L DSL,unknown
ford,f650 dump bed,unknown
mercedes-benz,500sl sport,sport
toyota,fj40 landcruiser,unknown
,Scion xd,unknown
jeep,4x4,unknown
ram,1500 hemi express,truck
,F-250 KING RANCH DSL 4WD,unknown
jeep,liberty sport 4wd,sport
chrysler,sebring convertible gtc,sport
,mustang,unknown
chevrolet,z26,unknown
,1964 econoline,unknown
,E 350 4 MATIC,unknown
bmw,6 series 645ci,unknown
honda,life,unknown
chevrolet,avalanch z66,unknown
ford,f-350 rwd automatic,truck
volvo,544,unknown
ford,f-450 f450 f 450,truck
hyundai,sonata sel,sedan
ford,f-250sd platinumcrew cab,truck
acura,ilx base,unknown
ford,f150 extra cab,truck
,Club car golf cart,unknown
,International 4300 diesel box,unknown
mercedes-benz,gla gla 250,unknown
bmw,3 series 328i xdrive awd,unknown
,SS 117,unknown
gmc,syclone,unknown
lexus,430 sc convertible,sport
,fordexpeditionxlt 4x4 - 3rd row,unknown
volkswagen,routan sel,unknown
gmc,sierra 2500 hd duramax,truck
toyota,celica gt convertible,sport
ford,350,unknown
,Tomberlin,unknown
chrysler,pacifica limited awd,unknown
ford,edsel,unknown
,03 Monte Carlos,unknown
ford,tudor,unknown
saturn,vue xe,unknown
toyota,martrix,unknown
toyota,tundra v6,truck
dodge,dakota v8 quad cab,unknown
,02 murcury mountaineer,unknown
ford,focus svt,unknown
chevrolet,3500 hd 4x4,truck
,STERLING LT7500,unknown
mercedes-benz,s 450,unknown
cadillac,xt5 luxury awd,unknown
chevrolet,suburban ltz 4x4,SUV
acura,tl 3.2 s,unknown
ford,explorer sport trac xls,SUV
ford,f250 utility bed (boxes),truck
toyota,corolla .,sedan
dodge,journey stx,unknown
nissan,pathfider sv,unknown
toyota,corolla matrix xr,sedan
,1987 Cutlass,unknown
toyota,carmy,unknown
toyota,tacoma sr5 prerunner,truck
,2006 MASERATI QUATTROPORTE,unknown
ford,f-750 bucket truck,truck
,willys coupe,unknown
bmw,x5 4.8i awd,SUV
toyota,solara convertible sle,sport
dodge,grand caravan sport,sport
toyota,prius v 5,unknown
ford,e250 vans,unknown
ford,t250 vans,unknown
mercedes-benz,380 series,unknown
mini,cooper hatchback,unknown
dodge,2500 power wagon crwe cab,truck
ford,f150 super crew fx4 4x4,truck
chevrolet,calvier,unknown
dodge,1500 slt crew cab,truck
porsche,911 e,unknown
ford,f 450 stx fx4 dually,unknown
chevrolet,1500 trailboss z71,truck
mercury,montego premium,unknown
buick,regal cxl turbo oshawa,unknown
chrysler,town and country s,unknown
volvo,xc60 t6,unknown
mercedes-benz,sl 560,unknown
mercury,grand marquis flex fuel,unknown
pontiac,vibe gt,sport
mercedes-benz,benz sl550 amg,unknown
bmw,5 series 550i xdrive sedan,sedan
jeep,wrangler unlimi,SUV
ford,transit 150 high roof,unknown
jeep,wrangler freedom edition,SUV
,1988 suzuki samurai,unknown
ford,transit t350,unknown
mercedes-benz,glk class glk350,sport
ford,f150 xlt supercrew 4wd,truck
toyota,prius v five hybrid,unknown
nissan,leaf s electric,unknown
hyundai,elantra gt hatchback,sport
nissan,versa note s plus,unknown
rover,lr2 se,unknown
ram,"1500 hemi, daytona",truck
bmw,x1 s type,unknown
,Volkwagen CC,unknown
,SIERRA 2500HD SLT,unknown
ford,escapre hybrid,unknown
mazda,3s,unknown
toyota,prius c 4,unknown
ram,1500 van,truck
,1967 fordvan,unknown
gmc,custom cab,unknown
tesla,model s 70,unknown
ram,1500 conversion van,truck
cadillac,srx suv,SUV
dodge,journey crew,unknown
nissan,altima coupe 3.5 se,sedan
ford,"f-350 super duty, f250",truck
,1992 geo metro,unknown
ram,1500 laramie longhorn,truck
,SILVERADO 1500 LT,unknown
buick,electra 225 convertible,sport
jaguar,ftype,unknown
toyota,sienna minivan,unknown
jaguar,xtype,unknown
toyota,sera,unknown
mercedes-benz,benz e320 sport,sport
chevrolet,volt hybrid,unknown
kia,sorent0,unknown
,X type 4 door sedan,unknown
chrysler,sebring tour.,unknown
,A3 1.8T PREMIUM,unknown
chrysler,300 lx,unknown
chrysler,sebring lxi convertible,sport
chrysler,p/t cruiser,unknown
,GRAND CHEROKEE,unknown
dodge,demon,unknown
chevrolet,equinox`,SUV
,-2500,unknown
,-3500,unknown
,Mustang GT premium,unknown
,- 1500 Promaster Vans,unknown
mercedes-benz,3500 sprinter vans,truck
chevrolet,g2500 vans,truck
kia,soul handicap,unknown
gmc,sierra 1500 extracab,truck
toyota,prius hybrid iv,unknown
toyota,prius hybrid 5,unknown
lincoln,town car ultimate,unknown
,Daihatsu Hijet,unknown
bmw,m550i xdrive,unknown
chevrolet,equinox sport,SUV
toyota,sequoia limited 4x4 gas,unknown
,transcraft eagle,unknown
toyota,prius hybrid three,unknown
hyundai,sonata limited fwd,sedan
bmw,316i,unknown
acura,rdx tech,unknown
bmw,x5 xdrive 35i,SUV
chevrolet,city express cargo van lt,sport
lexus,es 350 luxury,unknown
honda,odyssey ex-l dvd,sport
chevrolet,astro ext lt,unknown
chevrolet,silverado lt 2019,truck
volkswagen,jetta se pzev,sedan
chevrolet,silverado 3500hd 4x4,truck
ford,econoline e-450,unknown
,CUSTOM,unknown
saturn,l-series,unknown
,Scion TC five speed,unknown
,MAZDA3 GRAND TOURING SEDAN,unknown
bmw,z4 convertible,sport
chrysler,200s,unknown
volvo,xc60 t5 prem.,unknown
gmc,savanna g3500,truck
dodge,ram3500,truck
hyundai,elentra sport,sport
nissan,hardbody pickup,truck
,Any maker,unknown
chevrolet,equinox 4x4 diesel,SUV
,Suzuki Kizashi,unknown
kia,forte gt-line,sport
,Chysler  Voyager,unknown
ford,focus se 4dr,unknown
mercedes-benz,benz sprinter 2500,truck
saturn,ion l2,unknown
chrysler,masarati,unknown
,western star,unknown
,Pitts PAVER SPECIAL 35 TON,unknown
volkswagen,passat turbo,sedan
chevrolet,shuttle,unknown
chevrolet,s10 extreme,unknown
bmw,428,unknown
chevrolet,corsica,unknown
volvo,v50 t5,unknown
,1972oldsmoble,unknown
,TACOMA TRD SPORT,unknown
infiniti,q50 premiun,unknown
honda,civic sdn ex,sedan
,toytota rav4,unknown
,1964 oldsmobile dynamic,unknown
gmc,savana g 3500,truck
honda,pilot ex sport utility 4d,SUV
mazda,mazda3 gt,sport
ram,1500 crew cab 6ft 4 bed,truck
volkswagen,passat s sedan 4d,sedan
toyota,prius plug in hybrid,unknown
ford,lightning,unknown
,CUEVROLET CRUZE,unknown
ford,fusion titanium awd,sedan
,1964 Oldsmobile f85,unknown
hyundai,tuscon se,unknown
,isuzu ascender,unknown
,H2 HUMMER,unknown
ford,mustang v6 convertible,sport
,suzuki vitara,unknown
,Silverado K2500HD,unknown
cadillac,ats 3.6l premium,unknown
,1972,unknown
lexus,etc,unknown
ford,excusrion,unknown
,Smart fortwo Passion Cabriolet,unknown
bmw,x1 xdrive28i awd sports,sport
ford,e 350 super duty,unknown
audi,a6 premium,unknown
ford,f350 suoer duty,truck
lincoln,mkx 2wd,unknown
ford,f150 2wd supercrew,truck
mercedes-benz,benz sl320,unknown
mazda,tribute - i-sport,sport
chevrolet,sonic sedan 4 door,sedan
bmw,650i gran coupe m sp,sport
audi,a4 allroad quattro 2,unknown
bmw,750i m-sport package,sport
,shevrolet  equinox,unknown
cadillac,dts-l,unknown
,amc rambler,unknown
jeep,cherokee limited 4x4,SUV
ford,ranger supercab edge,truck
dodge,durango sxt 4x4,unknown
,isuzu trooper 2.6 4WD,unknown
infiniti,m56 s.,unknown
dodge,caliber heat,unknown
,Isusu vehicross,unknown
,murcury cyclone,unknown
chrysler,ptcruiser series 3,unknown
,cummings,unknown
kia,soule,unknown
,-1500,unknown
ford,ranger step side,truck
ford,mustang deluxe convertible,sport
toyota,sienna le wheelchair van handicap ramp van,truck
cadillac,deville dhs,unknown
chevrolet,g2500 express cargo,truck
chevrolet,venteur,unknown
bmw,x3 xdrive,unknown
volvo,122s,unknown
hyundai,tucson se fwd,unknown
chevrolet,cheyenne c10,unknown
ford,f100 custom,unknown
chevrolet,c10 custom deluxe,unknown
ford,taurus awd,unknown
acura,3.2 tl - sport,sport
,RANGER,unknown
chevrolet,silverado lt 4x4,truck
,Volkwagen Jetta,unknown
jeep,lifted wrangler sport 4x4,SUV
ford,f-250 4wd 5sp 7.5,truck
ford,mustang v6 premium coupe 2d,sport
audi,a6 avant,unknown
,328xi AWD,unknown
aston-martin,martin vanquish,unknown
,F150 3.7 V6 flex fuel 8' bed,unknown
ford,expedition el limited 4x4,unknown
acura,tsx sport wagon,sport
,junk,unknown
cadillac,srx v6,unknown
,A4,unknown
,Cheverolet Corvette Z06,unknown
,TAHOE  Z71  4WD  CLEAN,unknown
ford,flare side,unknown
,2003 Suzuki,unknown
,chevelle ss,unknown
,CORVETTE *ONLY 75K,unknown
,2500 SILVERADO 4WD  6.0L GAS,unknown
jeep,rubicon 4wd 6 spd.,unknown
,EXPRESS  2500 4.8L V8,unknown
,"Toyota, Rav4",unknown
toyota,tundra 2 wd,truck
chevrolet,suburban 1500 lt 4x4,truck
mercedes-benz,sl 500 conv.,unknown
,Corvette C5 Coupe,unknown
chevrolet,corvette base,unknown
ford,f150 longbed,truck
,2003,unknown
chevrolet,impala lt 3.5l,sedan
toyota,supra twin turbo,unknown
ford,e-150 chateau van,unknown
,1972 Mustang Conv,unknown
ford,f250 crew cab long bed,truck
lexus,sc430 conv.,unknown
,thunderbird 50th anniversary,unknown
dodge,caliber se,unknown
mercedes-benz,convertible,sport
dodge,dakota sport 4x4,sport
buick,regal t,unknown
,86,unknown
chevrolet,belair bubble top,unknown
,Chev. Tahoe LT,unknown
,Outlander,unknown
,VOLKAWAGEN TIGUAN S,unknown
mercedes-benz,slk slk 300,unknown
pontiac,gto 6.0l clean,sport
ford,f-250 diesel 4wd,truck
,SILVERADO 3500 Z71 4WD,unknown
,ghibli twin-turbo immaculate,unknown
chevrolet,maibu,unknown
nissan,370z touring sport,sport
,Eurovan Camper,unknown
mercedes-benz,td wagon,unknown
chevrolet,equinox ltz suv,SUV
buick,apollo,unknown
gmc,savanna dumptruck,truck
ford,mustang gt car,sport
ford,"f-350 super duty, dually",truck
ford,explorer 95,SUV
,Cj5,unknown
,International 4400 Dump,unknown
dodge,dart custom,unknown
mercedes-benz,benz slk280,unknown
,84 El Camino SS,unknown
ford,focus st turbo,unknown
ram,2500 limited megacab,truck
,2door,unknown
dodge,dart 4dr sdn gt,sport
infiniti,q50 s 3.7 sedan 4d,sedan
ram,2500 longhorn edition,truck
ram,1500 hemi v8,truck
,TRIUMPH TR6,unknown
chevrolet,trailbalzer,unknown
,2009 camry LE,unknown
ford,f-150 king ranch *4wd,truck
,TACOMA  4WD  CLEAN TITLE,unknown
,TUNDRA  SR5  4WD  CREW MAX,unknown
ford,sporttrac,sport
mercedes-benz,benz e 320 wagon,unknown
hyundai,genesis 5.0l,unknown
,F-350  XL  6.2L GAS  RWD-CLEAN,unknown
volkswagen,sport cc,sport
,Dune buddy,unknown
ford,f150 supercab xlt 4x4,truck
pontiac,grandville,unknown
bmw,3281,unknown
honda,civic natural gas sedan 4d,sedan
,Nova,unknown
,FORD-F750 FORESTRY 60FT,unknown
volvo,xc60 t6 awd,unknown
toyota,4runner trail,unknown
bmw,535 xi awd,unknown
bmw,535 i m-sport,sport
,1987 suzuki samurai,unknown
nissan,murano platnium,unknown
,78 mg midget,unknown
volkswagen,jetta tdi fwd,sedan
lexus,gs 350 rwd,unknown
bmw,x3 xdrive 28i,unknown
lexus,ls 460 rwd,unknown
,1968 f600,unknown
,Ranger,unknown
,INTERNATIONAL 7300 BUCKET TRUCK,unknown
,Chrylser town and country,unknown
mercedes-benz,benz-e500 5.0l v8,unknown
dodge,1500,truck
ford,f-150 xlt lariat,truck
ford,tbird coupe,sport
gmc,c8500 tandem dump truck,truck
gmc,c7500 dump truck,truck
honda,crosstour exl,sport
,kenworth t300,unknown
ford,mustang gt 350,sport
,scion xb automatic,unknown
,1972 Karman Ghia,unknown
ford,f150 king ranch,truck
tesla,model s rwd,unknown
chevrolet,silver ltz 4x4,unknown
mercedes-benz,benz cl 500 amg,unknown
toyota,tacoma sr 5,truck
acura,ilx prem atech,unknown
dodge,transmission,sport
mazda,tribute i,unknown
acura,tlx base fwd,unknown
bmw,x1 xdrive 35i,unknown
lexus,is 200 turbo,unknown
,CROSLEY,unknown
chevrolet,blazer k5,unknown
lexus,ct 200h premium,unknown
chevrolet,1985 blazer,unknown
lexus,rx 450h awd,unknown
honda,civic lx-s,sedan
mercedes-benz,benz 320,unknown
ford,e350 econoline van,unknown
,-2018 Cars and SUV's,unknown
mercedes-benz,benz cl-500,unknown
,S60 2.5 t5,unknown
gmc,c5500 26' box truck,truck
ford,mustang gt premium 2008,sport
,2016 F45-750,unknown
,WE SAY YES,unknown
ford,f550 sd,unknown
,JUST TOO EASY!,unknown
nissan,juke sv sport utility 4d,sport
tesla,model s p90d,unknown
,CORVETTE,unknown
mercedes-benz,gl550,unknown
,International ProStar,unknown
,1983 z28 camaro,unknown
honda,pilot elite sport utility,SUV
gmc,new sierra,truck
,BUY HERE PAY HERE,unknown
chevrolet,colorado zr2 4x4,truck
pontiac,bonneville gxp,unknown
,International Terrastar,unknown
,International Durastar,unknown
hyundai,kona se sport utility 4d,sport
jaguar,xf 4dr sedan,sedan
,COTTRELL c-7510ST,unknown
,Freightliner 125,unknown
ford,freestar sel,unknown
hyundai,entourage gls,unknown
,caddilac xts,unknown
ram,cummins 2500 laramie,truck
ford,f350 powerstroke lariat,truck
gmc,sierra denali 3500hd,truck
ford,f250 lariat super duty,truck
ram,diesels cummins 2500,truck
dodge,viper convertible,sport
tesla,model sp90d,unknown
ford,econoline e-350,unknown
mercedes-benz,sclass,sport
,Isuzu I-Mark,unknown
toyota,camry solara se v6,sedan
,SCION FR-S COUPE,unknown
lexus,rx 450 hybrid,unknown
toyota,tacoma pre-runner,truck
chevrolet,super sport,sport
,Plymouth Satellite Sebring,unknown
,NISSAN*ALTIMA*GXE,unknown
bmw,2 series 228i,unknown
dodge,charger daytona,unknown
ram,charger,unknown
buick,series 40,unknown
lexus,ls 460l,unknown
infiniti,qx56 4wd,SUV
volkswagen,golf tdi hatchback,unknown
bmw,x1 s sport,sport
honda,accord crosstour ex-l awd,sedan
jeep,compass all new limited,sport
toyota,4runner sr5 v6 4x4,unknown
toyota,avalon xle premium,unknown
jaguar,xjl supercharged,unknown
nissan,rogue select awd,unknown
toyota,4runner sport 4wd,sport
,21847S283545,unknown
toyota,corolla le eco plus sedan,sedan
,cars and suvs,unknown
honda,odyssey 5dr ex,sport
lexus,es-330,unknown
jaguar,x-type 4dr sedan 2.5l au,sedan
bmw,alpina b7,unknown
ford,e450 limo,unknown
dodge,charger 4dr sedan rallye,sedan
nissan,maxima gle,unknown
,caddilac cts,unknown
lincoln,mkt 4dr wagon 3.5l w/e,unknown
bmw,5 series 550i,unknown
mazda,6 sport,sport
audi,a7 quattro supercharged,unknown
ford,f150 supercab eddie bauer,truck
porsche,cayenne platinum edition,unknown
infiniti,q50s sport awd,sport
tesla,75,unknown
,maserati ghibli,unknown
,2020 ISUZU NPR XD,unknown
,2001 Isuzu NPR,unknown
mercedes-benz,s450,unknown
infiniti,m35 sedan,sedan
chevrolet,comercial cutaway,unknown
,2006 International,unknown
mazda,b2500,truck
,CARS AND SUVS,unknown
,EQUUS,unknown
toyota,tacoma pre runner,truck
volvo,95 s80,unknown
chrysler,pacifica touring-l plus,unknown
lincoln,contnetal mark i,unknown
nissan,armanda,unknown
,oldsmobile,unknown
buick,enclave convenience sport,sport
mazda,mazda6 i touring sedan 4d,sedan
porsche,panamera hb4 edition,unknown
kia,optima ex sedan 4d,sedan
,Chamblee express,unknown
,Saab 900,unknown
honda,odyssey ex-l navi,sport
audi,a4 quattro 2.0t premium,unknown
nissan,versa hatchback,unknown
chevrolet,captiva ls,unknown
pontiac,parisienne,unknown
chevrolet,malibu maxx,sedan
,Chevrolet/Chevy Express 2500,unknown
volkswagen,routan sel premium,unknown
acura,tsx 2.4l w/tech,unknown
dodge,grand caravan wheelchair h,unknown
ford,fiesta s hatchback,unknown
toyota,camry le sedan,sedan
lexus,gx470 gx 470,unknown
chevrolet,w 4500 crew cab,unknown
,caddilac srx,unknown
mercedes-benz,benz 380 sl,unknown
mazda,3 skyactive,unknown
ford,crown victoria lx sport,sport
porsche,panamera gts,sport
,cushman white van,unknown
,500 Classic,unknown
toyota,camryle,sedan
nissan,titan xd sv,unknown
,2003 Crown Victoria,unknown
ford,expedition el limited sport,sport
,international 7600,unknown
audi,q5 2.0t premium sport,sport
chevrolet,hhr panel,unknown
,INTL Prostar,unknown
subaru,forester limited sport,SUV
toyota,camry se(sports edition),sedan
,1994 MACK TRUCK,unknown
toyota,camry se (sports edition),sedan
infiniti,g37 coupe journey,sport
buick,enclave cxl fwd,unknown
gmc,savanna 2500,truck
mercedes-benz,sl550 roadster,unknown
,1965 Plymouth barracuda,unknown
dodge,charger pursuit 5.7l v8,unknown
ford,fiesta ses manual,unknown
hyundai,elantra touring se,unknown
ram,1500 slt big horn,truck
jeep,cherokee chief,SUV
,scion,unknown
,Toyoya Tundra,unknown
audi,a3 2.0 tdi premium,unknown
ford,e350 econoline,unknown
,u WRX,unknown
,2004 CL 500,unknown
,BMY m925A2,unknown
,Toyoat Rav4,unknown
ford,expedition eddie,unknown
chrysler,pacifica hybrid limited,unknown
gmc,terrain sle-2 sport utility,sport
,Huyndai entourage,unknown
,saab 9-7x,unknown
cadillac,series 62,unknown
,hummer h3 alpha,unknown
,mbz 1961 190Db (ponton),unknown
bmw,328i sedan luxury,sedan
ford,f250 super duty stx,truck
honda,cr-v exl,SUV
chevrolet,g4500,unknown
lexus,ls 600h l,unknown
volkswagen,vanagon l bus,unknown
,1963 MORRIS MINOR WOODY,unknown
,Infinti Qx60,unknown
volkswagen,jetta sedan se,sedan
chrysler,sebring 4dr sedan lx f,sedan
ford,custom convertible,sport
lexus,is 250 c,unknown
lexus,rx 350 l,unknown
subaru,legacy 3.0 r limited,unknown
,G,unknown
,E-Z-GO TXT GAS,unknown
,n Frontier,unknown
ram,1500 laramie slt,truck
mercedes-benz,s550 convertible,sport
toyota,rav4 sport utility,SUV
ford,transit xlt 350,unknown
ford,tuarus,unknown
ford,ranger xlt extended cab,truck
mercedes-benz,clk350 cabriolet,unknown
,Cutlass Supreme,unknown
ford,f450 bucket diesel,truck
mercedes-benz,c-class c350 sport,sport
chevrolet,crew cab,unknown
ford,f650 crew cab,unknown
,2005 hummer h2,unknown
kia,forte s/gt,sport
ford,f250 ext 4x4,truck
,ANY CAR,unknown
chevrolet,2500 silverado,truck
dodge,ram1500 crew cab,truck
hyundai,tucson walking dead,unknown
ford,f250 ext cab,truck
ford,f350 ext cab,truck
hyundai,genesis 4.6l,unknown
toyota,gr supra 3.0,unknown
toyota,highlander v6 (awd),SUV
ford,f250 diesel super duty,truck
ford,escape se sport,SUV
infiniti,qx30 essential sport,sport
chevrolet,special deluxe,unknown
ford,f550 super duty 4x4,unknown
toyota,tacoma sr5 crew cab,truck
,Z4 S28I,unknown
,All cars,unknown
ford,f150 ext cab 4x4,truck
,2000 Isuzu NPR,unknown
chevrolet,corvette c3,unknown
ford,f150 xl supercab,truck
,2013 Mustang GT,unknown
mercedes-benz,450sl,unknown
audi,ar quattro premium,unknown
,Keep CJ5,unknown
,Cheverolet Corvette,unknown
jeep,wrangler unlimited winter,SUV
bmw,6 series 650i xdrive,unknown
ford,f-350 super duty diesel,truck
dodge,journey gt sport utility,sport
,1967 Dune Buggy,unknown
,TUNDRA,unknown
infiniti,q70 l 3.7 luxe sedan 4d,sedan
bmw,6 series 650i gran coupe,sport
,blue bird,unknown
hyundai,genesis 4.6 sedan 4d,sedan
chevrolet,5500,unknown
audi,a5 prestige coupe 2d,sport
jaguar,xf 30t prestige sedan 4d,sedan
nissan,titan xd crew cab s,unknown
dodge,challenger 392 hemi scat,unknown
chevrolet,c50,unknown
,DODGE1500,unknown
volkswagen,beetle r-line,unknown
,Volkswagon Jetta,unknown
,CODILLAC,unknown
,CHEV. CORVETTE,unknown
,1964,unknown
honda,del sol si,unknown
,1992 freight liner,unknown
,1973 Opel GT,unknown
